sensor_id,day,week,time,temperature,humidity,light
q3bPOMgDza,Monday,2,17:02:46,17,85,966
q3bPOMgDza,Monday,2,18:00:26,20,75,1000
q3bPOMgDza,Monday,2,19:04:46,18,80,973
q3bPOMgDza,Monday,2,20:02:41,18,83,1000
q3bPOMgDza,Monday,2,21:02:42,15,85,977
q3bPOMgDza,Monday,2,22:00:48,14,85,976
q3bPOMgDza,Monday,2,23:04:34,13,81,954
q3bPOMgDza,Tuesday,2,00:01:34,21,83,684
q3bPOMgDza,Tuesday,2,01:00:03,18,85,729
q3bPOMgDza,Tuesday,2,02:05:02,16,84,718
q3bPOMgDza,Tuesday,2,03:02:13,14,84,703
q3bPOMgDza,Tuesday,2,04:01:59,17,80,673
q3bPOMgDza,Tuesday,2,05:00:37,19,77,644
q3bPOMgDza,Tuesday,2,06:05:07,17,72,627
q3bPOMgDza,Tuesday,2,07:05:13,19,79,615
q3bPOMgDza,Tuesday,2,08:02:41,20,76,657
q3bPOMgDza,Tuesday,2,09:02:14,20,73,691
q3bPOMgDza,Tuesday,2,10:00:51,20,65,740
q3bPOMgDza,Tuesday,2,11:05:40,20,74,783
q3bPOMgDza,Tuesday,2,12:00:40,23,82,831
q3bPOMgDza,Tuesday,2,13:04:12,24,85,783
q3bPOMgDza,Tuesday,2,14:01:54,24,85,734
q3bPOMgDza,Tuesday,2,15:03:19,22,75,753
q3bPOMgDza,Tuesday,2,16:04:07,19,77,737
q3bPOMgDza,Tuesday,2,17:02:23,17,82,770
q3bPOMgDza,Tuesday,2,18:02:12,17,82,814
q3bPOMgDza,Tuesday,2,19:00:42,16,75,798
q3bPOMgDza,Tuesday,2,20:03:16,18,66,787
q3bPOMgDza,Tuesday,2,21:04:37,15,66,803
q3bPOMgDza,Tuesday,2,22:02:37,13,65,842
q3bPOMgDza,Tuesday,2,23:01:24,13,68,861
q3bPOMgDza,Wednesday,2,00:05:39,14,77,792
q3bPOMgDza,Wednesday,2,01:05:24,16,71,793
q3bPOMgDza,Wednesday,2,02:01:37,16,70,810
q3bPOMgDza,Wednesday,2,03:03:47,19,68,839
q3bPOMgDza,Wednesday,2,04:05:54,21,76,862
q3bPOMgDza,Wednesday,2,05:04:38,22,67,823
q3bPOMgDza,Wednesday,2,06:05:47,23,65,859
q3bPOMgDza,Wednesday,2,07:05:31,21,65,873
q3bPOMgDza,Wednesday,2,08:03:52,19,73,885
q3bPOMgDza,Wednesday,2,09:00:16,17,76,932
q3bPOMgDza,Wednesday,2,10:00:04,15,82,959
q3bPOMgDza,Wednesday,2,11:04:28,14,85,939
q3bPOMgDza,Wednesday,2,12:01:38,15,83,893
q3bPOMgDza,Wednesday,2,13:02:45,13,73,876
q3bPOMgDza,Wednesday,2,14:01:44,13,76,868
q3bPOMgDza,Wednesday,2,15:02:22,13,79,836
q3bPOMgDza,Wednesday,2,16:05:11,16,72,837
q3bPOMgDza,Wednesday,2,17:02:07,19,72,873
q3bPOMgDza,Wednesday,2,18:03:24,21,65,894
q3bPOMgDza,Wednesday,2,19:02:41,22,66,894
q3bPOMgDza,Wednesday,2,20:02:53,19,67,937
q3bPOMgDza,Wednesday,2,21:00:38,20,67,913
q3bPOMgDza,Wednesday,2,22:00:24,19,77,864
q3bPOMgDza,Wednesday,2,23:01:46,17,77,842
q3bPOMgDza,Thursday,2,00:03:20,21,73,974
q3bPOMgDza,Thursday,2,01:00:07,24,80,1000
q3bPOMgDza,Thursday,2,02:05:14,25,72,986
q3bPOMgDza,Thursday,2,03:02:23,27,65,1000
q3bPOMgDza,Thursday,2,04:05:51,26,73,988
q3bPOMgDza,Thursday,2,05:01:57,24,79,952
q3bPOMgDza,Thursday,2,06:04:03,23,76,979
q3bPOMgDza,Thursday,2,07:05:54,20,68,1000
q3bPOMgDza,Thursday,2,08:01:28,18,65,971
q3bPOMgDza,Thursday,2,09:00:26,16,74,968
q3bPOMgDza,Thursday,2,10:05:07,16,81,949
q3bPOMgDza,Thursday,2,11:02:37,19,76,957
q3bPOMgDza,Thursday,2,12:04:09,19,66,1000
q3bPOMgDza,Thursday,2,13:02:33,19,67,958
q3bPOMgDza,Thursday,2,14:05:26,20,74,931
q3bPOMgDza,Thursday,2,15:04:34,21,73,885
q3bPOMgDza,Thursday,2,16:01:33,20,74,840
q3bPOMgDza,Thursday,2,17:03:34,20,76,791
q3bPOMgDza,Thursday,2,18:00:39,17,81,805
q3bPOMgDza,Thursday,2,19:05:20,17,74,808
q3bPOMgDza,Thursday,2,20:04:09,14,70,798
q3bPOMgDza,Thursday,2,21:05:09,14,75,782
q3bPOMgDza,Thursday,2,22:01:25,17,78,773
q3bPOMgDza,Thursday,2,23:04:12,19,85,759
q3bPOMgDza,Friday,2,00:00:30,26,85,850
q3bPOMgDza,Friday,2,01:03:53,25,83,872
q3bPOMgDza,Friday,2,02:04:50,25,78,900
q3bPOMgDza,Friday,2,03:05:08,28,69,918
q3bPOMgDza,Friday,2,04:01:42,28,69,921
q3bPOMgDza,Friday,2,05:05:11,28,79,932
q3bPOMgDza,Friday,2,06:01:15,29,75,904
q3bPOMgDza,Friday,2,07:01:47,28,72,940
q3bPOMgDza,Friday,2,08:02:35,27,67,982
q3bPOMgDza,Friday,2,09:05:57,27,65,960
q3bPOMgDza,Friday,2,10:00:52,27,66,926
q3bPOMgDza,Friday,2,11:04:33,27,71,877
q3bPOMgDza,Friday,2,12:01:00,27,80,871
q3bPOMgDza,Friday,2,13:05:41,28,81,834
q3bPOMgDza,Friday,2,14:02:01,29,85,805
q3bPOMgDza,Friday,2,15:02:08,29,85,855
q3bPOMgDza,Friday,2,16:01:58,30,79,856
q3bPOMgDza,Friday,2,17:02:10,30,85,877
q3bPOMgDza,Friday,2,18:05:27,28,83,907
q3bPOMgDza,Friday,2,19:05:34,30,78,889
q3bPOMgDza,Friday,2,20:03:04,30,74,888
q3bPOMgDza,Friday,2,21:05:48,30,75,870
q3bPOMgDza,Friday,2,22:03:52,28,74,881
q3bPOMgDza,Friday,2,23:05:08,27,70,903
q3bPOMgDza,Saturday,2,00:05:51,25,80,691
q3bPOMgDza,Saturday,2,01:03:34,26,73,713
q3bPOMgDza,Saturday,2,02:05:30,25,66,742
q3bPOMgDza,Saturday,2,03:00:58,23,65,763
q3bPOMgDza,Saturday,2,04:05:59,20,69,729
q3bPOMgDza,Saturday,2,05:04:43,19,69,695
q3bPOMgDza,Saturday,2,06:01:09,17,69,684
q3bPOMgDza,Saturday,2,07:03:53,15,69,653
q3bPOMgDza,Saturday,2,08:01:09,17,76,619
q3bPOMgDza,Saturday,2,09:02:31,18,80,603
q3bPOMgDza,Saturday,2,10:02:23,19,75,645
q3bPOMgDza,Saturday,2,11:05:35,22,66,690
q3bPOMgDza,Saturday,2,12:02:38,23,65,713
q3bPOMgDza,Saturday,2,13:02:17,24,68,747
q3bPOMgDza,Saturday,2,14:04:48,22,73,707
q3bPOMgDza,Saturday,2,15:05:38,22,65,687
q3bPOMgDza,Saturday,2,16:03:30,21,71,671
q3bPOMgDza,Saturday,2,17:03:09,19,78,681
q3bPOMgDza,Saturday,2,18:05:45,21,79,702
q3bPOMgDza,Saturday,2,19:03:10,20,72,741
q3bPOMgDza,Saturday,2,20:01:53,17,68,779
q3bPOMgDza,Saturday,2,21:04:46,20,65,828
q3bPOMgDza,Saturday,2,22:03:13,20,68,847
q3bPOMgDza,Saturday,2,23:00:29,20,73,841
q3bPOMgDza,Sunday,2,00:01:17,20,71,945
q3bPOMgDza,Sunday,2,01:02:17,18,79,913
q3bPOMgDza,Sunday,2,02:00:59,17,85,883
q3bPOMgDza,Sunday,2,03:04:32,17,81,845
q3bPOMgDza,Sunday,2,04:04:35,15,77,839
q3bPOMgDza,Sunday,2,05:04:44,14,72,802
q3bPOMgDza,Sunday,2,06:05:24,17,73,826
q3bPOMgDza,Sunday,2,07:00:23,18,77,847
q3bPOMgDza,Sunday,2,08:01:23,18,85,876
q3bPOMgDza,Sunday,2,09:03:01,18,76,850
q3bPOMgDza,Sunday,2,10:04:33,18,80,812
q3bPOMgDza,Sunday,2,11:02:13,17,85,789
q3bPOMgDza,Sunday,2,12:02:45,17,77,743
q3bPOMgDza,Sunday,2,13:02:44,17,85,722
q3bPOMgDza,Sunday,2,14:05:48,17,85,743
q3bPOMgDza,Sunday,2,15:04:53,15,75,744
q3bPOMgDza,Sunday,2,16:01:34,13,74,775
q3bPOMgDza,Sunday,2,17:03:36,16,75,780
q3bPOMgDza,Sunday,2,18:00:48,19,83,733
q3bPOMgDza,Sunday,2,19:04:38,20,79,775
q3bPOMgDza,Sunday,2,20:04:13,20,78,779
q3bPOMgDza,Sunday,2,21:01:38,19,72,824
q3bPOMgDza,Sunday,2,22:05:30,16,65,872
q3bPOMgDza,Sunday,2,23:01:11,14,72,858
q3bPOMgDza,Monday,3,00:03:31,22,67,962
q3bPOMgDza,Monday,3,01:02:05,23,70,978
q3bPOMgDza,Monday,3,02:05:24,25,72,1000
q3bPOMgDza,Monday,3,03:02:56,26,65,968
q3bPOMgDza,Monday,3,04:02:11,23,70,931
q3bPOMgDza,Monday,3,05:01:26,20,73,886
q3bPOMgDza,Monday,3,06:05:03,20,74,852
q3bPOMgDza,Monday,3,07:00:21,21,77,839
q3bPOMgDza,Monday,3,08:02:59,22,81,799
q3bPOMgDza,Monday,3,09:00:19,22,71,803
q3bPOMgDza,Monday,3,10:04:12,23,66,846
q3bPOMgDza,Monday,3,11:04:25,24,76,877
q3bPOMgDza,Monday,3,12:04:34,24,73,856
q3bPOMgDza,Monday,3,13:02:56,23,71,903
q3bPOMgDza,Monday,3,14:01:28,20,70,929
q3bPOMgDza,Monday,3,15:02:15,20,65,894
q3bPOMgDza,Monday,3,16:04:08,19,72,884
q3bPOMgDza,Monday,3,17:01:50,16,80,867
q3bPOMgDza,Monday,3,18:05:03,13,80,885
q3bPOMgDza,Monday,3,19:02:04,14,85,916
q3bPOMgDza,Monday,3,20:04:21,15,80,918
q3bPOMgDza,Monday,3,21:03:20,14,78,967
q3bPOMgDza,Monday,3,22:00:56,14,68,965
q3bPOMgDza,Monday,3,23:03:31,15,67,1000
q3bPOMgDza,Tuesday,3,00:01:06,20,74,887
q3bPOMgDza,Tuesday,3,01:05:18,21,72,906
q3bPOMgDza,Tuesday,3,02:05:42,21,78,939
q3bPOMgDza,Tuesday,3,03:05:51,21,84,970
q3bPOMgDza,Tuesday,3,04:01:07,19,82,985
q3bPOMgDza,Tuesday,3,05:00:08,16,85,980
q3bPOMgDza,Tuesday,3,06:01:17,16,83,951
q3bPOMgDza,Tuesday,3,07:00:10,14,85,907
q3bPOMgDza,Tuesday,3,08:05:23,15,75,873
q3bPOMgDza,Tuesday,3,09:05:17,16,75,855
q3bPOMgDza,Tuesday,3,10:02:15,19,65,888
q3bPOMgDza,Tuesday,3,11:02:06,19,74,896
q3bPOMgDza,Tuesday,3,12:05:00,16,76,859
q3bPOMgDza,Tuesday,3,13:00:40,16,77,816
q3bPOMgDza,Tuesday,3,14:00:46,19,77,805
q3bPOMgDza,Tuesday,3,15:03:28,20,81,793
q3bPOMgDza,Tuesday,3,16:04:12,20,72,817
q3bPOMgDza,Tuesday,3,17:01:10,20,65,824
q3bPOMgDza,Tuesday,3,18:01:42,19,74,841
q3bPOMgDza,Tuesday,3,19:00:08,18,74,849
q3bPOMgDza,Tuesday,3,20:01:10,16,76,830
q3bPOMgDza,Tuesday,3,21:01:59,16,85,809
q3bPOMgDza,Tuesday,3,22:03:11,17,82,838
q3bPOMgDza,Tuesday,3,23:02:56,18,77,852
q3bPOMgDza,Wednesday,3,00:03:14,26,72,804
q3bPOMgDza,Wednesday,3,01:05:27,26,72,755
q3bPOMgDza,Wednesday,3,02:05:44,23,70,750
q3bPOMgDza,Wednesday,3,03:03:34,21,68,729
q3bPOMgDza,Wednesday,3,04:04:12,21,65,682
q3bPOMgDza,Wednesday,3,05:05:46,19,71,648
q3bPOMgDza,Wednesday,3,06:00:42,22,72,634
q3bPOMgDza,Wednesday,3,07:00:42,22,74,656
q3bPOMgDza,Wednesday,3,08:02:27,22,84,688
q3bPOMgDza,Wednesday,3,09:01:58,22,78,728
q3bPOMgDza,Wednesday,3,10:04:26,19,80,772
q3bPOMgDza,Wednesday,3,11:00:19,19,80,748
q3bPOMgDza,Wednesday,3,12:01:36,16,81,699
q3bPOMgDza,Wednesday,3,13:05:04,19,80,667
q3bPOMgDza,Wednesday,3,14:05:15,21,74,648
q3bPOMgDza,Wednesday,3,15:01:41,23,68,643
q3bPOMgDza,Wednesday,3,16:04:54,25,65,671
q3bPOMgDza,Wednesday,3,17:00:02,25,75,637
q3bPOMgDza,Wednesday,3,18:04:21,25,69,600
q3bPOMgDza,Wednesday,3,19:03:43,24,69,608
q3bPOMgDza,Wednesday,3,20:02:32,26,67,631
q3bPOMgDza,Wednesday,3,21:02:57,26,65,672
q3bPOMgDza,Wednesday,3,22:01:33,24,73,691
q3bPOMgDza,Wednesday,3,23:05:17,26,83,722
q3bPOMgDza,Thursday,3,00:05:18,13,81,835
q3bPOMgDza,Thursday,3,01:03:10,16,73,862
q3bPOMgDza,Thursday,3,02:05:22,19,72,845
q3bPOMgDza,Thursday,3,03:04:29,20,69,828
q3bPOMgDza,Thursday,3,04:02:40,20,65,863
q3bPOMgDza,Thursday,3,05:05:47,22,70,878
q3bPOMgDza,Thursday,3,06:00:54,20,70,843
q3bPOMgDza,Thursday,3,07:05:06,18,73,821
q3bPOMgDza,Thursday,3,08:01:08,16,76,788
q3bPOMgDza,Thursday,3,09:05:40,16,76,775
q3bPOMgDza,Thursday,3,10:02:47,16,76,774
q3bPOMgDza,Thursday,3,11:00:26,14,71,787
q3bPOMgDza,Thursday,3,12:03:04,16,65,808
q3bPOMgDza,Thursday,3,13:03:04,16,72,767
q3bPOMgDza,Thursday,3,14:03:37,15,76,744
q3bPOMgDza,Thursday,3,15:04:15,15,79,743
q3bPOMgDza,Thursday,3,16:02:35,15,85,782
q3bPOMgDza,Thursday,3,17:02:46,13,84,822
q3bPOMgDza,Thursday,3,18:04:18,13,83,833
q3bPOMgDza,Thursday,3,19:01:08,13,85,813
q3bPOMgDza,Thursday,3,20:02:17,13,85,811
q3bPOMgDza,Thursday,3,21:00:20,13,85,793
q3bPOMgDza,Thursday,3,22:05:42,14,81,757
q3bPOMgDza,Thursday,3,23:03:58,16,85,795
q3bPOMgDza,Friday,3,00:05:47,13,72,745
q3bPOMgDza,Friday,3,01:00:52,14,81,745
q3bPOMgDza,Friday,3,02:05:00,14,85,732
q3bPOMgDza,Friday,3,03:02:25,13,83,704
q3bPOMgDza,Friday,3,04:02:20,13,79,696
q3bPOMgDza,Friday,3,05:01:48,16,76,695
q3bPOMgDza,Friday,3,06:00:31,16,76,678
q3bPOMgDza,Friday,3,07:03:20,16,82,666
q3bPOMgDza,Friday,3,08:05:03,14,83,708
q3bPOMgDza,Friday,3,09:00:40,13,85,757
q3bPOMgDza,Friday,3,10:00:39,14,82,715
q3bPOMgDza,Friday,3,11:00:56,14,76,680
q3bPOMgDza,Friday,3,12:01:21,13,69,666
q3bPOMgDza,Friday,3,13:02:00,13,70,645
q3bPOMgDza,Friday,3,14:02:14,13,65,600
q3bPOMgDza,Friday,3,15:04:30,14,68,641
q3bPOMgDza,Friday,3,16:02:19,17,69,672
q3bPOMgDza,Friday,3,17:02:32,17,65,714
q3bPOMgDza,Friday,3,18:01:57,19,74,741
q3bPOMgDza,Friday,3,19:05:23,20,75,727
q3bPOMgDza,Friday,3,20:02:59,23,85,716
q3bPOMgDza,Friday,3,21:05:38,22,85,690
q3bPOMgDza,Friday,3,22:00:03,22,80,653
q3bPOMgDza,Friday,3,23:05:21,20,73,654
q3bPOMgDza,Saturday,3,00:03:44,14,81,606
q3bPOMgDza,Saturday,3,01:05:29,16,78,653
q3bPOMgDza,Saturday,3,02:03:46,19,73,701
q3bPOMgDza,Saturday,3,03:05:44,21,83,717
q3bPOMgDza,Saturday,3,04:05:31,18,75,751
q3bPOMgDza,Saturday,3,05:03:38,18,65,729
q3bPOMgDza,Saturday,3,06:04:18,18,65,706
q3bPOMgDza,Saturday,3,07:05:32,18,69,665
q3bPOMgDza,Saturday,3,08:02:28,17,73,625
q3bPOMgDza,Saturday,3,09:00:39,19,75,604
q3bPOMgDza,Saturday,3,10:00:59,20,71,601
q3bPOMgDza,Saturday,3,11:01:34,18,66,624
q3bPOMgDza,Saturday,3,12:01:36,17,65,636
q3bPOMgDza,Saturday,3,13:02:34,15,65,662
q3bPOMgDza,Saturday,3,14:05:41,13,68,690
q3bPOMgDza,Saturday,3,15:04:54,15,75,739
q3bPOMgDza,Saturday,3,16:05:16,18,83,750
q3bPOMgDza,Saturday,3,17:05:19,19,77,709
q3bPOMgDza,Saturday,3,18:04:48,20,74,757
q3bPOMgDza,Saturday,3,19:00:36,20,73,780
q3bPOMgDza,Saturday,3,20:00:05,19,65,781
q3bPOMgDza,Saturday,3,21:01:40,18,65,760
q3bPOMgDza,Saturday,3,22:03:21,16,65,740
q3bPOMgDza,Saturday,3,23:00:48,13,73,718
